ProviderStatusGroup,SanctionCount,LocationCount,ProviderTypeIdName,PrimaryPracticeStateIdName,Email1Domain,Email1Root,Email1AddressBounced,PracticeStateCount,ProviderAgeNearestDecade
Unregistered,0,,MD,AR,teamcprinc.com,com,0,,60
Unregistered,0,,SLP,SC,meyercenter.org,org,0,,30
Unregistered,0,,CRNA,SC,MCLEODHEALTH.ORG,ORG,0,,70
Unregistered,0,,DDS,MN,,,,,50
Unregistered,0,,MD,SC,,,,,50
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,Other,SC,,,,,50
Unregistered,0,,NP,NJ,,,,,50
Unregistered,0,,PTNL,GA,gmail.com,com,0,,40
Unregistered,0,,MD,CA,csmns.org,org,0,,60
Unregistered,0,,NP,WA,,,,,50
Unregistered,0,,MD,CA,,,,,50
Unregistered,0,,CP,CA,gmail.com,com,0,,60
Unregistered,0,,MD,NV,gmail.com,com,0,,60
Unregistered,0,,DMD,SC,,,,,40
Unregistered,0,,APN,TX,,,,,50
Unregistered,0,,NP,WA,,,,,40
Unregistered,0,,MD,NY,gmail.com,com,0,,40
Unregistered,0,,PT,CA,7oakspt.com,com,0,,30
Unregistered,0,,PTNL,OH,gmail.com,com,0,,30
Unregistered,0,,APN,CA,yahoo.com,com,0,,50
Unregistered,0,,NP,OK,,,,,40
Unregistered,0,,PT,WI,gmail.com,com,0,,30
Unregistered,0,,PA,WA,,,,,70
Unregistered,0,,PT,CO,,,,,60
Unregistered,0,,MD,FL,,,,,50
Unregistered,0,,PA,WA,jeffersonhealthcare.org,org,0,,30
Unregistered,0,,DO,GA,gmail.com,com,0,,40
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,MD,SC,,,,,30
Unregistered,0,,PA,MO,gmail.com,com,0,,30
Unregistered,0,,DC,CA,yahoo.com,com,0,,60
Unregistered,0,,MD,WI,,,,,30
Unregistered,0,,DO,CA,ummaclinic.org,org,0,,30
Unregistered,0,,NP,CA,,,,,40
Unregistered,0,,PA,NY,wyckoffhospital.org,org,1,,30
Unregistered,0,,,,,,,,50
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,30
Unregistered,0,,,,,,,,50
Unregistered,0,,,,,,,,80
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,30
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,50
Unregistered,0,,,,,,,,60
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,50
Unregistered,0,,,,,,,,60
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,50
Unregistered,0,,,,,,,,80
Unregistered,0,,,,,,,,30
Unregistered,0,,,,,,,,60
Unregistered,0,,,,,,,,60
Unregistered,0,,,,,,,,50
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,30
Unregistered,0,,,,,,,,50
Unregistered,0,,DDS,MD,,,,,50
Unregistered,0,,MD,MT,inlandimaging.com,com,1,,30
Unregistered,0,,MD,CA,brault.us,us,1,,50
Unregistered,0,,DDS,CT,comcast.net,net,0,,40
Unregistered,0,,NP,MI,gmail.com,com,0,,40
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,50
Unregistered,0,,,,,,,,40
Unregistered,0,,DO,WI,,,,,60
Unregistered,0,,PC,CO,,,,,50
Unregistered,0,,DO,WI,yahoo.com,com,0,,50
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,50
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,30
Unregistered,0,,,,,,,,60
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,50
Unregistered,0,,,,,,,,30
Unregistered,0,,PA,FL,ufl.edu,edu,0,,30
Unregistered,0,,SLP,CA,cox.net,net,0,,40
Unregistered,0,,,,,,,,50
Unregistered,0,,,,,,,,40
Unregistered,0,,PA,FL,suncoastskin.com,com,0,,40
Unregistered,0,,PA,GA,gmail.com,com,0,,30
Unregistered,0,,CRNA,AR,uams.edu,edu,1,,40
Unregistered,0,,MD,WI,outlook.com,com,0,,30
Unregistered,0,,MD,CA,soundphysicians.com,com,1,,40
Unregistered,0,,DO,WI,,,,,60
Unregistered,0,,NP,TX,,,,,30
Unregistered,0,,,,,,,,40
Unregistered,0,,MD,CA,,,,,70
Unregistered,0,,DDS,VA,,,,,50
Unregistered,0,,DMD,MA,,,,,50
Unregistered,0,,,,,,,,50
Unregistered,0,,,,,,,,30
Unregistered,0,,,,,,,,30
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,50
Unregistered,0,,,,,,,,60
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,70
Unregistered,0,,,,,,,,60
Unregistered,0,,,,,,,,30
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,30
Unregistered,0,,MD,CA,,,,,50
Unregistered,0,,ADC,LA,riinternational.com,com,0,,60
Unregistered,0,,PA,CO,gmail.com,com,0,,60
Unregistered,0,,SLP,GA,,,,,40
Unregistered,0,,Other,CA,,,,,30
Unregistered,0,,MD,TX,,,,,30
Unregistered,0,,MD,AR,,,,,30
Unregistered,0,,MD,TX,,,,,30
Unregistered,0,,MD,TX,,,,,30
Unregistered,0,,MD,TX,,,,,30
Unregistered,0,,MD,SC,gmail.com,com,0,,30
Unregistered,0,,MD,TX,,,,,40
Unregistered,0,,MD,SC,,,,,30
Unregistered,0,,Other,SC,,,,,40
Unregistered,0,,NP,TX,,,,,30
Unregistered,0,,MD,GA,,,,,30
Unregistered,0,,MD,MO,,,,,30
Unregistered,0,,PA,WI,,,,,30
Unregistered,0,,MD,MO,,,,,30
Unregistered,0,,PA,NM,,,,,30
Unregistered,0,,NP,FL,,,,,30
Unregistered,0,,MD,CO,,,,,50
Unregistered,0,,CRNA,PA,icloud.com,com,0,,50
Unregistered,0,,MD,NY,nychhc.org,org,0,,30
Unregistered,0,,CRNA,NY,gmail.com,com,0,,40
Unregistered,0,,NP,AR,uams.edu,edu,0,,30
Unregistered,0,,,,,,,,50
Unregistered,0,,,,,,,,50
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,70
Unregistered,0,,NP,IA,IOWARAD.COM,COM,0,,
Unregistered,0,,NP,NM,MDCred.com,com,0,,50
Unregistered,0,,PTNL,NY,gmail.com,com,0,,
Unregistered,0,,PA,TX,gmail.com,com,0,,
Unregistered,0,,NP,TX,,,,,50
Unregistered,0,,DO,FL,gmail.com,com,0,,40
Unregistered,0,,PTNL,CA,gmail.com,com,0,,70
Unregistered,0,,MD,MN,yahoo.com,com,0,,40
Unregistered,0,,,,,,,,40
Unregistered,0,,,,,,,,60
Unregistered,0,,MD,CO,childrenscolorado.org,org,0,,50
Unregistered,0,,MD,WI,consensiohealth.com,com,0,,40
Unregistered,0,,MD,CA,gmail.com,com,0,,30
Unregistered,0,,MD,WI,aol.com,com,0,,50
Unregistered,0,,PC,CO,forge-cc.com,com,0,,
Unregistered,0,,NP,CO,,,,,40
Unregistered,0,,DT,WI,,,,,60
Unregistered,0,,PA,OH,,,,,30
Unregistered,0,,MFT,CA,yahoo.com,com,0,,60
Unregistered,0,,PTNL,TX,gmail.com,com,0,,30
Unregistered,0,,DC,CA,aol.com,com,0,,80
Unregistered,0,,MD,GA,gmail.com,com,0,,60
Unregistered,0,,PTNL,NH,caringfamilydentistry.com,com,0,,30
Unregistered,0,,CSW,VA,swva.net,net,0,,70
Unregistered,0,,CRNA,AR,msn.com,com,0,,40
Unregistered,0,,DO,ID,KH.ORG,ORG,0,,70
Unregistered,0,,APN,TX,yahoo.com,com,0,,
Unregistered,0,,PT,GA,gmail.com,com,0,,
Unregistered,0,,NP,AZ,gmail.com,com,0,,30
Unregistered,0,,MD,NY,gmail.com,com,0,,40
Unregistered,0,,ADC,NC,gmail.com,com,0,,60
Unregistered,0,,PA,TX,att.net,net,1,,40
Unregistered,0,,NP,OH,,,,,40
Unregistered,0,,NP,FL,pophealthcare.com,com,0,,70
Unregistered,0,,CP,CA,outlook.com,com,0,,70
Unregistered,0,,CRNA,NY,,,,,40
Unregistered,0,,APN,NV,,,,,70
Unregistered,0,,APN,NV,,,,,50
Unregistered,0,,CSW,WA,,,,,40
Unregistered,0,,DDS,VA,,,,,50
Unregistered,0,,,,,,,,50
Unregistered,0,,PT,AR,gmail.com,com,0,,30
Unregistered,0,,MD,CA,gmail.com,com,0,,40
Unregistered,0,,PA,GA,,,,,70
Unregistered,0,,MD,MD,,,,,30
Unregistered,0,,DDS,CT,,,,,40
Unregistered,0,,DMD,CT,,,,,50
Unregistered,0,,DMD,MA,,,,,80
Unregistered,0,,Other,OR,,,,,30
Unregistered,0,,MD,AZ,,,,,50
Unregistered,0,,MD,CA,,,,,60
Unregistered,0,,OT,WA,,,,,60
Unregistered,0,,PA,GA,,,,,70
Unregistered,0,,MD,SC,firmrcm.com,com,0,,40
Unregistered,0,,CRNA,TX,,,,,40
Unregistered,0,,MD,DC,,,,,80
Unregistered,0,,CSW,TX,,,,,60
Unregistered,0,,MD,IL,,,,,40
Unregistered,0,,CRNA,WA,,,,,60
Unregistered,0,,MFT,NV,,,,,40
Unregistered,0,,DO,MD,,,,,40
Unregistered,0,,APN,WA,,,,,60
Unregistered,0,,MD,NJ,,,,,50
Unregistered,0,,MD,TX,,,,,40
Unregistered,0,,DDS,MN,,,,,70
Unregistered,0,,DDS,VA,FRAITESDENTAL.COM,COM,0,,60
Unregistered,0,,DDS,VA,GMAIL.COM,COM,0,,60
Unregistered,0,,DDS,VA,,,,,50
Unregistered,0,,DMD,MN,,,,,40
Unregistered,0,,DDS,CT,GMAIL.COM,COM,0,,40
Unregistered,0,,DDS,GA,msn.com,com,0,,70
Unregistered,0,,DDS,VA,,,,,60
Unregistered,0,,DMD,CT,,,,,70
Unregistered,0,,DDS,MN,,,,,50
Unregistered,0,,DDS,CT,ADMIREDENTAL.COM,COM,0,,70
Unregistered,0,,DMD,VA,THEFOLECKCENTER.COM,COM,0,,50
Unregistered,0,,DDS,VA,STERLINGVIRGINIASMILES.COM,COM,0,,70
Unregistered,0,,MFT,IN,,,,,40
Unregistered,0,,MD,TX,,,,,30
Unregistered,0,,DO,FL,,,,,50
Unregistered,0,,NP,NY,gmail.com,com,0,,60
Unregistered,0,,MD,CA,verity.org,org,0,,40
Unregistered,0,,MD,NV,soundphysicians.com,com,0,,30
Unregistered,0,,PTNL,OH,ccf.org,org,0,,40
Unregistered,0,,DDS,CT,mydrdental.com,com,0,,40
Unregistered,0,,PA,NY,,,,,40
Unregistered,0,,MD,TX,,,,,40
Unregistered,0,,DMD,CT,,,,,30
Unregistered,0,,MD,TX,,,,,40
Unregistered,0,,DO,FL,gmail.com,com,0,,40
Unregistered,0,,MD,CA,Syhealth.org,org,0,,40
Unregistered,0,,DDS,VA,,,,,50
Unregistered,0,,Other,FL,,,,,50
Unregistered,0,,MD,CT,acadia.pro,pro,0,,30
Unregistered,0,,MD,CA,,,,,40
Unregistered,0,,MD,CA,,,,,40
Unregistered,0,,MD,OR,,,,,40
Unregistered,0,,APN,WV,camc.org,org,0,,60
Unregistered,0,,APN,WV,camc.org,org,0,,60
Unregistered,0,,APN,WV,camc.org,org,0,,60
Unregistered,0,,APN,WV,camc.org,org,0,,60
Unregistered,0,,NP,MI,aol.com,com,0,,70
Unregistered,0,,MD,IL,encinasmedicalcenter.com,com,0,,40
Unregistered,0,,MD,OH,outlook.com,com,0,,40
Unregistered,0,,MD,SC,,,,,70
Unregistered,0,,SLP,TX,,,,,50
Unregistered,0,,MD,OH,,,,,30
Unregistered,0,,DDS,VA,,,,,50
Unregistered,0,,ADC,NV,gmail.com,com,0,,50
Unregistered,1,,MD,GA,gmail.com,com,0,,40
Unregistered,0,,DT,MN,,,,,50
Unregistered,0,,DDS,VA,GENTLEDENTALCAREVA.COM,COM,0,,70
Unregistered,0,,MD,CO,posterityhealth.com,com,0,,
Unregistered,0,,PA,CA,gmail.com,com,0,,30
Unregistered,0,,DT,NV,wbrhely.org,org,0,,60
Unregistered,0,,MD,CA,alamedahealthsystem.org,org,1,,40
Unregistered,0,,ACU,CA,gmail.com,com,0,,50
Unregistered,0,,CSW,WA,,,,,40
Unregistered,0,,OT,WY,healingheartshomehealth.org,org,0,,40
Unregistered,0,,MD,LA,gmail.com,com,0,,70
Unregistered,0,,CRNA,SC,yahoo.com,com,0,,40
Unregistered,0,,MD,TX,mygrande.net,net,0,,60
Unregistered,0,,CRNA,WI,getixhealth.com,com,0,,40
Unregistered,0,,PT,CA,,,,,50
Unregistered,0,,Other,FL,,,,,50
Unregistered,0,,MD,IL,gmail.com,com,0,,30
Unregistered,0,,MD,SC,,,,,30
Unregistered,0,,MD,CA,,,,,40
Unregistered,0,,DMD,GA,,,,,40
Unregistered,0,,PA,CA,gmail.com,com,0,,30
Unregistered,0,,Other,SC,,,,,20
Unregistered,0,,NP,SC,,,,,40
Unregistered,0,,MD,SC,,,,,70
Unregistered,0,,NP,SC,,,,,50
Unregistered,0,,NP,SC,,,,,40
Unregistered,0,,MD,SC,,,,,50
Unregistered,0,,Other,SC,,,,,40
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,Other,SC,,,,,60
Unregistered,0,,MD,SC,,,,,60
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,PA,SC,,,,,40
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,NP,SC,,,,,50
Unregistered,0,,MD,SC,,,,,50
Unregistered,0,,MD,SC,,,,,50
Unregistered,0,,NP,SC,,,,,30
Unregistered,0,,NP,SC,,,,,40
Unregistered,0,,CRNA,GA,yahoo.com,com,0,,50
Unregistered,0,,MD,MN,,,,,30
Unregistered,1,,MD,SD,,,,,
Unregistered,1,,DT,NY,,,,,
Unregistered,0,,,,,,,,40
Unregistered,0,,MD,CA,,,,,50
Unregistered,0,,MD,GA,,,,,30
Unregistered,0,,PTNL,WI,gmail.com,com,0,,40
Unregistered,0,,,,,,,,40
Unregistered,0,,MD,SC,,,,,50
Unregistered,0,,MD,SC,,,,,70
Unregistered,0,,MD,SC,,,,,30
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,MD,SC,,,,,30
Unregistered,0,,NP,SC,,,,,40
Unregistered,0,,MD,SC,,,,,30
Unregistered,0,,MD,SC,,,,,30
Unregistered,0,,MD,SC,,,,,60
Unregistered,0,,NP,SC,,,,,40
Unregistered,0,,AUD,SC,,,,,30
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,MD,SC,,,,,50
Unregistered,0,,NP,SC,,,,,20
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,PA,SC,,,,,30
Unregistered,0,,PA,SC,,,,,20
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,Other,SC,,,,,20
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,MD,SC,,,,,30
Unregistered,0,,NP,SC,,,,,50
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,OT,SC,,,,,20
Unregistered,0,,MD,NY,nychhc.org,org,0,,40
Unregistered,0,,ABA,CA,bayareabehaviorconsultants.com,com,0,,30
Unregistered,0,,MD,SC,,,,,50
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,MD,SC,,,,,50
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,PA,SC,,,,,20
Unregistered,0,,SLP,SC,,,,,70
Unregistered,0,,MD,SC,,,,,50
Unregistered,0,,Other,SC,,,,,40
Unregistered,0,,PA,SC,,,,,30
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,NP,SC,,,,,20
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,PA,SC,,,,,80
Unregistered,0,,NP,SC,,,,,40
Unregistered,0,,MD,SC,,,,,30
Unregistered,0,,NP,SC,,,,,40
Unregistered,0,,NP,SC,,,,,20
Unregistered,0,,NP,SC,,,,,40
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,NP,SC,,,,,40
Unregistered,0,,NP,SC,,,,,40
Unregistered,0,,MD,SC,,,,,50
Unregistered,0,,CSW,TX,yahoo.com,com,0,,40
Unregistered,0,,MD,TX,ies.healthcare,healthcare,1,,30
Unregistered,0,,NP,SC,,,,,30
Unregistered,0,,Other,SC,,,,,30
Unregistered,0,,OT,SC,,,,,30
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,PA,SC,,,,,30
Unregistered,0,,Other,SC,,,,,30
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,NP,SC,,,,,40
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,MD,SC,,,,,50
Unregistered,0,,NP,SC,,,,,20
Unregistered,0,,PA,SC,,,,,20
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,NP,SC,,,,,30
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,Other,SC,,,,,20
Unregistered,0,,MD,SC,,,,,60
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,NP,SC,,,,,70
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,Other,SC,,,,,70
Unregistered,0,,Other,SC,,,,,60
Unregistered,0,,DMD,VA,,,,,40
Unregistered,0,,MD,KY,icloud.com,com,0,,40
Unregistered,0,,Other,SC,,,,,20
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,NP,SC,,,,,20
Unregistered,0,,NP,SC,,,,,20
Unregistered,0,,MD,SC,,,,,50
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,MD,SC,,,,,30
Unregistered,0,,MD,SC,,,,,30
Unregistered,0,,MD,SC,,,,,30
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,MD,SC,,,,,30
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,Other,SC,,,,,30
Unregistered,0,,Other,SC,,,,,60
Unregistered,0,,DDS,GA,,,,,60
Unregistered,0,,PT,CA,gmail.com,com,0,,30
Unregistered,0,,MD,CA,chla.usc.edu,edu,0,,30
Unregistered,0,,PA,VA,yahoo.com,com,0,,50
Unregistered,0,,MD,TX,,,,,40
Unregistered,0,,PA,GA,outlook.com,com,0,,40
Unregistered,0,,MD,AL,teamhealth.com,com,0,,30
Unregistered,0,,MD,SC,,,,,50
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,MD,SC,,,,,30
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,MD,SC,,,,,20
Unregistered,0,,DC,IA,aspirion.com,com,0,,40
Unregistered,0,,MD,NY,bravo-brs.com,com,1,,30
Unregistered,0,,NP,OH,,,,,30
Unregistered,0,,MD,NY,nychhc.org,org,0,,40
Unregistered,0,,PA,UT,,,,,30
Unregistered,0,,NP,MN,,,,,40
Unregistered,0,,MD,MN,gmail.com,com,0,,40
Unregistered,0,,NP,TX,hotmail.com,com,0,,50
Unregistered,0,,NP,CA,,,,,60
Unregistered,0,,MD,CA,,,,,30
Unregistered,0,,PT,AR,,,,,30
Unregistered,0,,SLP,TX,,,,,30
Unregistered,0,,PT,CA,gmail.com,com,0,,40
Unregistered,0,,DMD,FL,gmail.com,com,0,,50
Unregistered,0,,PA,GA,gmail.com,com,0,,40
Unregistered,0,,MD,HI,,,,,50
Unregistered,0,,DO,NE,gmail.com,com,0,,30
Unregistered,1,,MD,NY,,,,,
Unregistered,0,,Other,AR,,,,,30
Unregistered,0,,DT,WA,,,,,30
Unregistered,0,,MD,NY,gmail.com,com,0,,40
Unregistered,0,,PA,SC,,,,,40
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,NP,SC,,,,,20
Unregistered,0,,PT,IN,,,,,60
Unregistered,0,,MD,CT,,,,,50
Unregistered,0,,MD,OH,,,,,40
Unregistered,0,,MD,GA,,,,,80
Unregistered,0,,Other,NV,,,,,40
Unregistered,0,,DO,TX,,,,,50
Unregistered,0,,PA,SC,,,,,30
Unregistered,0,,Other,SC,,,,,30
Unregistered,0,,MD,SC,,,,,40
Unregistered,0,,DO,TX,,,,,60
Unregistered,1,,MD,SC,,,,,
Unregistered,0,,PC,CO,,,,,30
Unregistered,0,,CSW,TX,usoncology.com,com,0,,50
Unregistered,0,,MD,MA,lahey.org,org,1,,50
Unregistered,0,,MD,MD,gmail.com,com,0,,30
Unregistered,0,,MD,FL,,,,,50
Unregistered,0,,APN,FL,hotmail.com,com,0,,30
Unregistered,0,,PT,GA,devrehabpt2.com,com,0,,30
Unregistered,0,,MD,HI,,,,,30
Unregistered,0,,NP,CO,,,,,40
Unregistered,0,,NP,NE,gmail.com,com,0,,40
